travel_id,day_index,visit_order,visit_area_id,visit_area_nm
f_f000319,1,3,2305260004,서울고속버스터미널(경부)
f_f000319,1,4,2305260005,선산휴게소 창원방향
f_f000319,1,5,2305260001,창원광장동광뷰엘오피스텔
f_f000319,2,1,2305270002,한국산업인력공단 부산지역본부
f_f000319,2,2,2305270003,김밥나라 율리점
f_f000319,2,3,2305270004,무진장
f_f000319,2,4,2305270005,마산 쪼개 창고
f_f000319,2,5,2305270001,창원광장동광뷰엘오피스텔
f_f000323,1,1,2305280001,집
f_f000323,1,2,2305280003,서울역
f_f000323,1,3,2305280004,신경주역
f_f000323,1,4,2305280005,대릉원
f_f000323,1,5,2305280006,동궁과 월지
f_f000323,1,6,2305280007,국립경주박물관
f_f000323,1,7,2305280008,교동 집밥
f_f000323,1,8,2305280009,커들리 하우스
f_f000323,1,9,2305280010,대릉원
f_f000323,1,10,2305280002,경주 게스트하우스 프렌드
f_f000323,2,1,2305290002,불국사
f_f000323,2,2,2305290003,한국 대중음악 박물관
f_f000323,2,3,2305290004,바니 베어뮤지엄
f_f000323,2,4,2305290005,신경주역
f_f000323,2,5,2305290006,서울역
f_f000323,2,6,2305290001,집
f_f000326,1,1,2305280001,집
f_f000326,1,2,2305280002,더 앤리조트 가든 온
f_f000326,1,3,2305280003,동해 막국수
f_f000326,1,4,2305280004,더 앤리조트
f_f000326,2,1,2305290001,기사문해수욕장
f_f000326,2,2,2305290002,양양전통시장
f_f000326,2,3,2305290003,집
f_f000332,1,1,2305180001,집
f_f000332,1,2,2305180002,홍천인 조화로 구이
f_f000332,1,3,2305180003,주문진항
f_f000332,1,4,2305180005,컨피네스 오션 스위트
f_f000332,2,1,2305190001,개두룹장칼국수
f_f000332,2,2,2305190002,곳
f_f000332,2,3,2305190003,원주 자유시장
f_f000332,2,4,2305190004,집
f_f000337,1,1,2305200001,집
f_f000337,1,2,2305200002,안산복합휴게소 강릉방향
f_f000337,1,3,2305200003,여주 맛있는 휴게소 강릉방향
f_f000337,1,4,2305200004,황남 비빔밥
f_f000337,1,5,2305200005,포토 인 더 박스 경주 황리 비단길점
f_f000337,1,6,2305200006,황남 옥수수 황리 단 결점
f_f000337,1,7,2305200007,대릉원
f_f000337,1,8,2305200008,첨성대
f_f000337,1,9,2305200009,국보 31호
f_f000337,1,10,2305200010,두 낫디 스타브 베이커스 경주
f_f000337,1,11,2305200011,호텔 시리즈
f_f000337,1,12,2305200012,한 돈 단불 뒷고기
f_f000337,1,13,2305200013,황남쫀드기
f_f000337,1,14,2305200014,동궁과 월지
f_f000337,1,15,2305200015,손가맥집
f_f000337,1,16,2305200016,호텔 시리즈
f_f000337,2,1,2305210001,전통 맷돌순두부
f_f000337,2,2,2305210002,컴포즈커피 경주 황오점
f_f000337,2,3,2305210003,경주시 공간
f_f000337,2,4,2305210004,분황사
f_f000337,2,5,2305210005,황남 샌드
f_f000337,2,6,2305210006,교리 김밥 봉황대점
f_f000337,2,7,2305210007,단서가 찰보리빵 경주 본점
f_f000337,2,8,2305210008,토종 찰보리빵 본점
f_f000337,2,9,2305210009,집
f_f000341,1,1,2305220001,집
f_f000341,1,2,2305220003,홈플러스 부산 반여점
f_f000341,1,3,2305220002,별 아래 펜션
f_f000341,2,1,2305230002,칠곡휴게소 서울 방향
f_f000341,2,2,2305230003,안산공원
f_f000341,2,3,2305230004,김천녹색미래 과학관
f_f000341,2,4,2305230005,청도 새마을 휴게소 하행
f_f000341,2,5,2305230001,집
f_f000348,1,1,2305260001,집
f_f000348,1,2,2305260002,평창 주유소 강릉방향
f_f000348,1,3,2305260003,강릉 중앙시장
f_f000348,1,4,2305260011,컨 피네스 오션 스위트
f_f000348,2,1,2305270001,디스코 버거
f_f000348,2,2,2305270002,사천해변
f_f000348,2,3,2305270004,수줍은 과자점
f_f000348,2,4,2305270003,옥계 쌍둥이 동물원
f_f000348,2,5,2305270005,감자적 본부
f_f000348,2,6,2305270006,cu 편의점
f_f000348,2,7,2305270007,집
f_f000354,1,1,2305270001,집
f_f000354,1,2,2305270002,합천영상테마파크
f_f000354,1,3,2305270003,로 풀
f_f000354,1,4,2305270005,청학동 식당
f_f000354,1,5,2305270004,합천 HC 호텔
f_f000354,2,1,2305280001,관기교회
f_f000354,2,2,2305280002,해인사
f_f000354,2,3,2305280003,카페 메이
f_f000354,2,4,2305280004,코지 하우스
f_f000355,1,1,2306050001,집
f_f000355,1,2,2306050002,청도 새마을 휴게소 하행
f_f000355,1,3,2306050003,오션블루 가덕휴게소
f_f000355,1,4,2306050004,매미성
f_f000355,1,5,2306050005,비치 블루 애견 펜션
f_f000355,2,1,2306060001,오션블루 거제휴게소
f_f000355,2,2,2306060002,청도 새마을 휴게소 상행
f_f000355,2,3,2306060003,집
f_f000357,1,1,2305250001,집
f_f000357,1,2,2305250010,서울고속버스터미널(경부)
f_f000357,1,3,2305250002,강릉 고속버스터미널
f_f000357,1,4,2305250003,정화 식당
f_f000357,1,5,2305250004,경포 아쿠아리움
f_f000357,1,6,2305250005,허균 허난설헌 기념관
f_f000357,1,7,2305250006,스카이베이 호텔 경포
f_f000357,1,8,2305250007,구옥
f_f000357,1,9,2305250009,스카이베이 호텔 경포
f_f000357,2,1,2305260001,강문해변
f_f000357,2,2,2305260002,얼라이브 홈
f_f000357,2,3,2305260003,드봉 마젤
f_f000357,2,4,2305260004,도어즈
f_f000357,2,5,2305260005,메가 MGC 커피 강릉역점
f_f000357,2,6,2305260006,강릉역
f_f000357,2,7,2305260007,집
f_f000362,1,1,2306030001,집
f_f000362,1,2,2306030002,장호 닭갈비 명가
f_f000362,1,3,2306030003,소양강댐 정상 주차장
f_f000362,1,4,2306030004,집
f_f000366,1,1,2305170001,집
f_f000366,1,2,2305170003,경주 사리 풀빌라
f_f000366,1,3,2305170004,황금 덕장 경주 불국사점
f_f000366,1,4,2305170005,대릉원
f_f000366,1,5,2305170002,경주 사리 풀빌라
f_f000366,2,1,2305180001,바보 낙지
f_f000366,2,2,2305180002,스타벅스 경주 대릉원점
f_f000366,2,3,2305180003,국립경주박물관 어린이 박물관
f_f000366,2,4,2305180005,이상복 명과 본점
f_f000366,2,5,2305180004,집
f_f000371,1,1,2305280001,친구 친지 집
f_f000371,1,2,2305280003,자갈치시장
f_f000371,1,3,2305280004,네루다 커피
f_f000371,1,4,2305280005,해운대해수욕장
f_f000371,1,5,2305280006,회 무침에 낮술 한 잔
f_f000371,1,6,2305280007,동백반
f_f000371,1,7,2305280002,하운드 가든 테라스 호텔
f_f000371,2,1,2305290002,오복 돼지국밥
f_f000371,2,2,2305290003,딥 플로어 커피
f_f000371,2,3,2305290004,타이 백스트리트 해운대점
f_f000371,2,4,2305290005,오송역 2층 코레일 라운지
f_f000371,2,5,2305290001,톱클래스 아파트
f_f000373,1,1,2306030001,집
f_f000373,1,2,2306030002,청화 옥
f_f000373,1,3,2306030004,팔봉산 메밀촌 막국수
f_f000373,1,4,2306030005,유토피아
f_f000373,1,5,2306030003,서호천 농협 하나로마트 두미 지점
f_f000373,1,6,2306030008,집
f_f000373,2,1,2306040001,로즈
f_f000373,2,2,2306040002,가평휴게소 서울 방향
f_f000373,2,3,2306040003,집
f_f000374,1,1,2306060001,집
f_f000374,1,2,2306060003,횡성 루지 체험장
f_f000374,1,3,2306060004,횡성 전통시장
f_f000374,1,4,2306060005,횡성 잔치국수
f_f000374,1,5,2306060006,횡성호수길
f_f000374,1,6,2306060002,집
f_f000379,1,1,2305280001,집
f_f000379,1,2,2305280003,주산 저수지
f_f000379,1,3,2305280004,텃밭 지기
f_f000379,1,4,2305280005,킴스 마운틴 커피 클래스
f_f000379,1,5,2305280006,소노벨 청송
f_f000379,1,6,2305280007,소노벨 청송 솔샘 온천
f_f000379,1,7,2305280008,소노벨 청송 빠띠오
f_f000379,1,8,2305280009,소노벨 청송
f_f000379,2,1,2305290001,심 부장 밥상
f_f000379,2,2,2305290002,송소고택
f_f000379,2,3,2305290003,백일홍
f_f000379,2,4,2305290004,산소 카페 청송 정원
f_f000379,2,5,2305290005,동명휴게소 부산방향
f_f000379,2,6,2305290006,집
f_f000380,1,1,2305290001,집
f_f000380,1,2,2305290002,현풍 시외버스정류장
f_f000380,1,3,2305290003,가락국수 토오루
f_f000380,1,4,2305290004,해운대 블루라인파크 미포 정거장
f_f000380,1,5,2305290005,베이 몬드 호텔
f_f000380,2,1,2305300001,해운대 모래축제
f_f000380,2,2,2305300002,스타벅스 센텀 KNN 점
f_f000380,2,3,2305300003,착시미술관
f_f000380,2,4,2305300004,솔 솥 서면점
f_f000380,2,5,2305300005,서면 지하상가
f_f000380,2,6,2305300006,합천 일류 돼지국밥 사상점
f_f000380,2,7,2305300007,집
f_f000381,1,1,2305220001,집
f_f000381,1,2,2305220002,태화강역
f_f000381,1,3,2305220003,이샘 병원
f_f000381,1,4,2305220004,볼스
f_f000381,1,5,2305220005,영도대교
f_f000381,1,6,2305220006,부산시수협자갈치건어위판장
f_f000381,1,7,2305220007,KTG 상상마당 부산
f_f000381,1,8,2305220008,서면 횟집
f_f000381,1,9,2305220009,KT&G 상상마당 부산 사푼사푼
f_f000381,1,10,2305220010,KTG 상상마당 부산
f_f000381,2,1,2305230001,전포 카페거리
f_f000381,2,2,2305230002,송상현 광장
f_f000381,2,3,2305230003,원각사
f_f000381,2,4,2305230004,벡스코 역 동해선
f_f000381,2,5,2305230005,집
f_f000387,1,1,2305210001,집
f_f000387,1,2,2305210002,포항역
f_f000387,1,3,2305210003,월포역
f_f000387,1,4,2305210004,어보브 블루 풀빌라
f_f000387,1,5,2305210005,신선도 횟집
f_f000387,1,6,2305210006,이가리 닻 전망대
f_f000387,1,7,2305210007,어보브 블루 풀빌라
f_f000387,2,1,2305220001,월포 역
f_f000387,2,2,2305220002,영일대해수욕장
f_f000387,2,3,2305220003,하목정
f_f000387,2,4,2305220004,포항 시청 고속버스 간이승강장
f_f000387,2,5,2305220005,집
f_f000390,1,1,2305150001,집
f_f000390,1,2,2305150002,대청도시 숲
f_f000390,1,3,2305150003,스타벅스 김해율하점
f_f000390,1,4,2305150004,유적공원
f_f000390,1,5,2305150005,집
f_f000394,1,1,2305200001,집
f_f000394,1,2,2305200003,해저터널
f_f000394,1,3,2305200004,통영 삼도수군통제영
f_f000394,1,4,2305200005,조선 군단
f_f000394,1,5,2305200006,통영 해상택시
f_f000394,1,6,2305200007,해맑은 생선구이
f_f000394,1,7,2305200002,포르투나 호텔
f_f000394,2,1,2305210002,디피랑
f_f000394,2,2,2305210003,통영 케이블카
f_f000394,2,3,2305210004,목섬 감자탕
f_f000394,2,4,2305210005,남파랑 길 35코스
f_f000394,2,5,2305210001,집
f_f000398,1,1,2305200001,집
f_f000398,1,2,2305200003,더 하운드 호텔
f_f000398,1,3,2305200002,짱구네 집
f_f000398,1,4,2305200005,보수동 책방 골목
f_f000398,1,5,2305200006,국제시장
f_f000398,1,6,2305200004,부평 깡통시장
f_f000398,1,7,2305200007,BNK 부산은행 아트시네마
f_f000398,1,8,2305200008,백합 양 곱창
f_f000398,1,9,2305200009,라차타
f_f000398,1,10,2305200010,물레방아 즉석구이
f_f000398,1,11,2305200011,용두산공원
f_f000398,1,12,2305200013,더 하운드 호텔
f_f000398,2,1,2305210001,집
f_f000400,1,1,2305200001,집
f_f000400,1,2,2305200003,홍천 휴게소 양양 방향
f_f000400,1,3,2305200002,주문진항
f_f000400,1,4,2305200004,낙산 해변
f_f000400,2,1,2305210002,가평휴게소 서울 방향
f_f000400,2,2,2305210001,집
f_f000405,1,1,2305270001,집
f_f000405,1,2,2305270002,부산 서부버스터미널
f_f000405,1,3,2305270003,오륙도 횟집
